,acronym,summary,tags
963,PSP,"God of War: Chains of Olympus is an action-adventure hack and slash video game developed by Ready at Dawn and Santa Monica Studio, and published by Sony Computer Entertainment (SCE). It was first released for the PlayStation Portable (PSP) handheld console on March 4, 2008. The game is the fourth installment in the God of War series, the second chronologically, and a prequel to the original God of War. It is loosely based on Greek mythology and set in ancient Greece, with vengeance as its central motif. The player controls Kratos, a Spartan warrior who serves the Olympian Gods. Kratos is guided by the goddess Athena, who instructs him to find the Sun God Helios, as the Dream God Morpheus has caused many of the gods to slumber in Helios' absence. With the power of the Sun and the aid of the Titan Atlas, Morpheus and the Queen of the Underworld Persephone intend to destroy the Pillar of the World and in turn Olympus.
The gameplay is similar to the previous installments, with a focus on combo-based combat, achieved through the player's main weapon—the Blades of Chaos—and secondary weapons acquired throughout the game. It features quick time events that require the player to complete game controller actions in a timed sequence to defeat stronger enemies and bosses. The player can use up to three magical attacks as alternative combat options. The game also features puzzles and platforming elements. The series' control scheme was reconfigured to compensate for the smaller number of buttons on the PSP compared to the PlayStation 2's controller; Ready at Dawn's solutions for the controls were praised by critics.
Chains of Olympus was acclaimed by critics, becoming the highest rated PSP title on Metacritic and GameRankings. The game's graphics were particularly praised, with 1UP declaring the game was ""a technical showpiece for Sony, and arguably the best-looking game on the system."" It won several awards, including ""Best PSP Action Game"", ""Best Graphics Technology"", and ""Best Use of Sound"". As of June 2012, the game has sold 3.2 million copies worldwide, making it the seventh best-selling PlayStation Portable game of all time. Together with 2010's God of War: Ghost of Sparta, Chains of Olympus was remastered and released on September 13, 2011, as part of the God of War: Origins Collection for the PlayStation 3. The remastered version was included in the God of War Saga released on August 28, 2012, also for PlayStation 3.",[]
964,PSP,"This is a list of games for the Sony PlayStation Portable handheld console. It does not include PSOne classics or PS minis. Games have been released in several regions around the world; North America (NA), Japan (JP), Europe (EU), and Australia (AUS).  Release dates for other regions are not listed here.
The games show the date the game was first release in that region.
Notes:

Some games have multiple publishers, varying by region.  In these cases, the publishers are ordered by release date for their respective regions.
Alternate English titles are listed underneath the main title.There are currently 1925 games on this list.

",[]
965,PSP,"This is a list of games for Sony's PlayStation Portable (PSP) handheld game console that are available to download from the PlayStation Store. It does not include PlayStation Minis or PSOne Classics.

",[]
966,PSP,"Progressive supranuclear palsy (PSP) is a late-onset degenerative disease involving the gradual deterioration and death of specific volumes of the brain. The condition leads to symptoms including loss of balance, slowing of movement, difficulty moving the eyes, and cognitive impairment.  PSP may be mistaken for other neurodegenerative diseases such as Parkinson's, frontotemporal dementia and Alzheimer's. The cause of the condition is uncertain, but involves accumulation of tau protein within the brain.  Medications such as levodopa and amantadine may be useful in some cases.PSP affects about six people per 100,000. The first symptoms typically occur at 60–70 years of age. Males are slightly more likely to be affected than females.  No association has been found between PSP and any particular race, location, or occupation.

",[]
967,PSP,"Persatuan Sepakbola Pekanbaru dan Sekitarnya (commonly known as PSPS Riau) is an Indonesian football team based in Pekanbaru, Riau. They currently played at Liga 2. They play at the Riau Main Stadium.",[]
968,PSP,"The PlayStation Vita (PS Vita, or Vita) is a handheld video game console developed and marketed by Sony Interactive Entertainment. It was first released in Japan on December 17, 2011, and in North America, Europe, and other international territories beginning on February 22, 2012. The console is the successor to the PlayStation Portable, and a part of the PlayStation brand of gaming devices; as part of the eighth generation of video game consoles, it primarily competed with the Nintendo 3DS.
The original model of the handheld includes a 5-inch (130 mm) OLED multi-touch capacitive touchscreen, two analog joysticks, and front and shoulder push-button input, and supports Bluetooth, Wi-Fi, and optional 3G. The Vita features a quad-core ARM Cortex-A9 MPCore CPU and a quad-core SGX543MP GPU. The PS Vita 2000 series, a revised version of the system, was released across 2013 and 2014. It has all of the same features with a slightly smaller size, extended battery life, and an LCD screen instead of OLED. Sony released the PlayStation TV, a short-lived, re-purposed version of the Vita that uses a television screen like a home video game console, discontinued at the end of 2015. As of 2022 it is Sony's last handheld console.
The Vita's design was intended to meld the experience of big-budget, dedicated video game platforms with the then up-and-coming trend of mobile gaming as seen on smart phones and tablets. However, in the year after the device's successful launch, sales of the hardware and its bigger budget games stalled, threatening to end its lifespan. A concentrated effort to attract smaller independent developers in the West, combined with strong support from mid-level Japanese companies, helped keep the platform afloat. Though this led to less diversity in its game library, it strengthened support in JRPGs, visual novels, and Western-developed indie games. This built moderate sales in Japan and a smaller yet passionate userbase in the West. Though Sony has not released exact sales figures, late-lifespan sales estimates are around 15 to 16 million units. In the platform's later years, Sony promoted the PlayStation Vita's ability to work in conjunction with its other gaming products, such as Remote Play of PlayStation 4 games, similar to the Wii U's function of Off-TV Play.
While the Vita hosted several acclaimed titles and built a small but loyal and passionate fanbase, the system is regarded as a commercial failure, with a lack of support from Sony and major third-party developers along with competition from the significantly more successful Nintendo 3DS and smart devices noted as major factors. Production of the system and physical game cards in the West ended in March 2019, with Sony having no plans for a successor.",[]
969,RSA,"RSA (Rivest–Shamir–Adleman) is a public-key cryptosystem that is widely used for secure data transmission.  It is also one of the oldest.  The acronym ""RSA"" comes from the surnames of Ron Rivest, Adi Shamir and Leonard Adleman, who publicly described the algorithm in 1977.  An equivalent system was developed secretly in 1973 at GCHQ (the British signals intelligence agency) by the English mathematician Clifford Cocks.  That system was declassified in 1997.In a public-key cryptosystem, the encryption key is public and distinct from the decryption key, which is kept secret (private).
An RSA user creates and publishes a public key based on two large prime numbers, along with an auxiliary value.  The prime numbers are kept secret.  Messages can be encrypted by anyone, via the public key, but can only be decoded by someone who knows the prime numbers.The security of RSA relies on the practical difficulty of factoring the product of two large prime numbers, the ""factoring problem"". Breaking RSA encryption is known as the RSA problem. Whether it is as difficult as the factoring problem is an open question. There are no published methods to defeat the system if a large enough key is used.
RSA is a relatively slow algorithm. Because of this, it is not commonly used to directly encrypt user data. More often, RSA is used to transmit shared keys for symmetric-key cryptography, which are then used for bulk encryption–decryption.",[]
970,RSA,"RSA Security LLC, formerly RSA Security, Inc. and doing business as RSA, is an American computer and network security company with a focus on encryption and encryption standards. RSA was named after the initials of its co-founders, Ron Rivest, Adi Shamir and Leonard Adleman, after whom the RSA public key cryptography algorithm was also named. Among its products is the SecurID authentication token. The BSAFE cryptography libraries were also initially owned by RSA. RSA is known for incorporating backdoors developed by the NSA in its products. It also organizes the annual RSA Conference, an information security conference.
Founded as an independent company in 1982, RSA Security was acquired by EMC Corporation in 2006 for US$2.1 billion and operated as a division within EMC. When EMC was acquired by Dell Technologies in 2016, RSA became part of the Dell Technologies family of brands. On 10 March 2020, Dell Technologies announced that they will be selling RSA Security to a consortium, led by Symphony Technology Group (STG), Ontario Teachers’ Pension Plan Board (Ontario Teachers’) and AlpInvest Partners (AlpInvest) for US$2.1 billion, the same price when it was bought by EMC back in 2006.RSA is based in Bedford, Massachusetts, with regional headquarters in Bracknell (UK) and Singapore, and numerous international offices.

",[]
971,RSA,"RSA Security LLC, formerly RSA Security, Inc. and doing business as RSA, is an American computer and network security company with a focus on encryption and encryption standards. RSA was named after the initials of its co-founders, Ron Rivest, Adi Shamir and Leonard Adleman, after whom the RSA public key cryptography algorithm was also named. Among its products is the SecurID authentication token. The BSAFE cryptography libraries were also initially owned by RSA. RSA is known for incorporating backdoors developed by the NSA in its products. It also organizes the annual RSA Conference, an information security conference.
Founded as an independent company in 1982, RSA Security was acquired by EMC Corporation in 2006 for US$2.1 billion and operated as a division within EMC. When EMC was acquired by Dell Technologies in 2016, RSA became part of the Dell Technologies family of brands. On 10 March 2020, Dell Technologies announced that they will be selling RSA Security to a consortium, led by Symphony Technology Group (STG), Ontario Teachers’ Pension Plan Board (Ontario Teachers’) and AlpInvest Partners (AlpInvest) for US$2.1 billion, the same price when it was bought by EMC back in 2006.RSA is based in Bedford, Massachusetts, with regional headquarters in Bracknell (UK) and Singapore, and numerous international offices.

",[]
972,RSA,"In mathematics, the RSA numbers are a set of large semiprimes (numbers with exactly two prime factors) that were part of the RSA Factoring Challenge. The challenge was to find the prime factors of each number. It was created by RSA Laboratories in March 1991 to encourage research into computational number theory and the practical difficulty of factoring large integers. The challenge was ended in 2007.RSA Laboratories (which is an acronym of the creators of the technique; Rivest, Shamir and Adleman) published a number of semiprimes with 100 to 617 decimal digits. Cash prizes of varying size, up to US$200,000 (and prizes up to $20,000 awarded), were offered for factorization of some of them. The smallest RSA number was factored in a few days. Most of the numbers have still not been factored and many of them are expected to remain unfactored for many years to come. As of February 2020, the smallest 23 of the 54 listed numbers have been factored.
While the RSA challenge officially ended in 2007, people are still attempting to find the factorizations. According to RSA Laboratories, ""Now that the industry has a considerably more advanced understanding of the cryptanalytic strength of common symmetric-key and public-key algorithms, these challenges are no longer active."" Some of the smaller prizes had been awarded at the time. The remaining prizes were retracted.
The first RSA numbers generated, from RSA-100 to RSA-500, were labeled according to their number of decimal digits. Later, beginning with RSA-576, binary digits are counted instead. An exception to this is RSA-617, which was created before the change in the numbering scheme. The numbers are listed in increasing order below.",[]
973,RSA,"The Royal Society for the Encouragement of Arts, Manufactures and Commerce (RSA), also known as the Royal Society of Arts, is a London-based organisation committed to finding practical solutions to social challenges.Founded in 1754 by William Shipley as the Society for the Encouragement of Arts, Manufactures and Commerce, it was granted a Royal Charter in 1847, and the right to use the term ""Royal"" in its name by King Edward VII in 1908. The RSA acronym is used more frequently than the full legal name (The Royal Society for the Encouragement of Arts, Manufactures and Commerce).Notable past fellows include Charles Dickens, Benjamin Franklin, Stephen Hawking, Karl Marx, Adam Smith, Nelson Mandela, David Attenborough, William Hogarth, John Diefenbaker, and Tim Berners-Lee. Today, the RSA has fellows elected from 80 countries worldwide.
The RSA awards three medals – the Albert Medal, the Benjamin Franklin Medal, and the Bicentenary Medal. Medal winners have included Nelson Mandela, Sir Frank Whittle, and Professor Stephen Hawking. The RSA members are innovative contributors to human knowledge, as shown by the Oxford English Dictionary, which records the first use of the term ""sustainability"" in an environmental sense of the word in the RSA Journal in 1980.

",[]
974,RSA,"Fellowship of the Royal Society for the Encouragement of Arts, Manufactures and Commerce (FRSA) is an award granted to individuals that the Royal Society of Arts (RSA) judges to have made outstanding achievements toward social progress and development.
Fellowship can be granted in recognition of significant contributions relating to the Arts, Manufacture and Commerce. According to the RSA website, fellowship is awarded to those aged over 18, who support the RSA's vision and share its values and commitment to social change. Fellows of the RSA are entitled to use the post-nominal letters FRSA after their name and gain access to the RSA Library and to other premises in central London.Past and current Fellows include leading activists, artists, writers, journalists and former politicians who have made significant contributions to their fields. Previous Fellows have included Stephen Hawking, Charles Dickens, Karl Marx and Benjamin Franklin.

",[]
975,RSA,"In cryptography, the RSA problem summarizes the task of performing an RSA private-key operation given only the public key. The RSA algorithm raises a message to an exponent, modulo a composite number N whose factors are not known.  Thus, the task can be neatly described as finding the eth roots of an arbitrary number, modulo N. For large RSA key sizes (in excess of 1024 bits), no efficient method for solving this problem is known; if an efficient method is ever developed, it would threaten the current or eventual security of RSA-based cryptosystems—both for public-key encryption and digital signatures.
More specifically, the RSA problem is to efficiently compute P given an RSA public key (N, e) and a ciphertext C ≡ P e (mod N). The structure of the RSA public key requires that N be a large semiprime (i.e., a product of two large prime numbers), that 2 < e < N, that e be coprime to φ(N), and that 0 ≤ C < N.  C is chosen randomly within that range; to specify the problem with complete precision, one must also specify how N and e are generated, which will depend on the precise means of RSA random keypair generation in use.
The most efficient method known to solve the RSA problem is by first factoring the modulus N, a task believed to be impractical if N is sufficiently large (see integer factorization). The RSA key setup routine already turns the public exponent e, with this prime factorization, into the private exponent d, and so exactly the same algorithm allows anyone who factors N to obtain the private key. Any C can then be decrypted with the private key.
Just as there are no proofs that integer factorization is computationally difficult, there are also no proofs that the RSA problem is similarly difficult. By the above method, the RSA problem is at least as easy as factoring, but it might well be easier. Indeed, there is strong evidence pointing to this conclusion: that a method to break the RSA method cannot be converted necessarily into a method for factoring large semiprimes. This is perhaps easiest to see by the sheer overkill of the factoring approach: the RSA problem asks us to decrypt one arbitrary ciphertext, whereas the factoring method reveals the private key: thus decrypting all arbitrary ciphertexts, and it also allows one to perform arbitrary RSA private-key encryptions. Along these same lines, finding the decryption exponent d indeed is computationally equivalent to factoring N, even though the RSA problem does not ask for d.In addition to the RSA problem, RSA also has a particular mathematical structure that can potentially be exploited without solving the RSA problem directly. To achieve the full strength of the RSA problem, an RSA-based cryptosystem must also use a padding scheme like OAEP, to protect against such structural problems in RSA.

",[]
976,RSA,"The RSA Factoring Challenge was a challenge put forward by RSA Laboratories on March 18, 1991 to encourage research into computational number theory and the practical difficulty of factoring large integers and cracking RSA keys used in cryptography. They published a list of semiprimes (numbers with exactly two prime factors) known as the RSA numbers, with a cash prize for the successful factorization of some of them. The smallest of them, a 100-decimal digit number called RSA-100 was factored by April 1, 1991. Many of the bigger numbers have still not been factored and are expected to remain unfactored for quite some time, however advances in quantum computers make this prediction uncertain due to Shor's algorithm.
In 2001, RSA Laboratories expanded the factoring challenge and offered prizes ranging from $10,000 to $200,000 for factoring numbers from 576 bits up to 2048 bits.The RSA Factoring Challenges ended in 2007. RSA Laboratories stated: ""Now that the industry has a considerably more advanced understanding of the cryptanalytic strength of common symmetric-key and public-key algorithms, these challenges are no longer active."" When the challenge ended in 2007, only RSA-576 and RSA-640 had been factored from the 2001 challenge numbers.The factoring challenge was intended to track the cutting edge in integer factorization. A primary application is for choosing the key length of the RSA public-key encryption scheme. Progress in this challenge should give an insight into which key sizes are still safe and for how long. As RSA Laboratories is a provider of RSA-based products, the challenge was used by them as an incentive for the academic community to attack the core of their solutions — in order to prove its strength.
The RSA numbers were generated on a computer with no network connection of any kind. The computer's hard drive was subsequently destroyed so that no record would exist, anywhere, of the solution to the factoring challenge.The first RSA numbers generated, RSA-100 to RSA-500 and RSA-617, were labeled according to their number of decimal digits; the other RSA numbers (beginning with RSA-576) were generated later and labelled according to their number of binary digits. The numbers in the table below are listed in increasing order despite this shift from decimal to binary.",[]
977,RSA,"RSA Insurance Group Limited (trading as RSA, formerly RSA Insurance Group plc and Royal and Sun Alliance) is a British multinational general insurance company headquartered in London, England. RSA has major operations in the United Kingdom, Ireland, Scandinavia & Canada. It provides insurance products and services in more than 100 countries through a network of local partners. It has 9 million customers. RSA was formed by the merger of Sun Alliance and Royal Insurance in 1996.
RSA was listed on the London Stock Exchange until it was acquired by Danish insurer Tryg and Canada's Intact Financial Corporation in May 2021. The transaction closed on 1 June 2021.",[]
978,DTI,"In the consumer mortgage industry, debt-to-income ratio (often abbreviated DTI) is the percentage of a consumer's monthly gross income that goes toward paying debts. (Speaking precisely, DTIs often cover more than just debts; they can include principal, taxes, fees, and insurance premiums as well. Nevertheless, the term is a set phrase that serves as a convenient, well-understood shorthand.) There are two main kinds of DTI, as discussed below.

",[]
979,DTI,"Diffusion-weighted magnetic resonance imaging (DWI or DW-MRI) is the use of specific MRI sequences as well as software that generates images from the resulting data that uses the diffusion of water molecules to generate contrast in MR images. It allows the mapping of the diffusion process of molecules, mainly water, in biological tissues, in vivo and non-invasively. Molecular diffusion in tissues is not random, but reflects interactions with many obstacles, such as macromolecules, fibers, and membranes. Water molecule diffusion patterns can therefore reveal microscopic details about tissue architecture, either normal or in a diseased state. A special kind of DWI, diffusion tensor imaging (DTI), has been used extensively to map white matter tractography in the brain.",[]
980,DTI,"DTI Data is 
a data recovery company with cleanrooms located in New York and Florida, specifically in St Petersburg, Tampa, and Orlando.  Founded in 1998 by David Mohyla who previously authored the digital program ""Hard Disk Tech Specs"" and ""Disk Assist."" In addition to recovering hard drives and RAID arrays, they also have a number of free and paid recovery software. Some of DTI's customers include Cisco Systems, Ford Motor Company, Campbell's Soup, NASA, United States Army, United States Navy, United States Marine Corps, and United States Air Force.In December 2014, DTI Data moved its URL to http://dtidatarecovery.com from its origing URL of http://www.dtidata.com 
The change of the URL name put an emphasis on their business, data recovery. 
DTI Data also performs computer and digital forensics, eDiscovery, and provides expert witness testimony. 

",[]
981,DTI,"R v Department of Trade and Industry, ex parte Broadcasting, Entertainment, Cinematographic and Theatre Union (2001) C-173/99 is a European labour law and UK labour law case concerning the Working Time Directive, which is relevant for the Working Time Regulations 1998.",[]
982,DTI,"The Department of Trade and Industry (DTI) was a United Kingdom government department formed on 19 October 1970. It was replaced with the creation of the Department for Business, Enterprise and Regulatory Reform and the Department for Innovation, Universities and Skills on 28 June 2007.",[]
983,DTI,"The Weishi (WS; Chinese: 卫士; lit. 'Guardian') family of multiple rocket launcher systems were mainly developed by Sichuan Aerospace Industry Corporation (SCAIC, also known as Base 062) in Chengdu, China. The systems include the 302 mm (11.9 in)  WS-1 (100 km (62 mi; 54 nmi)), the improved 302 mm (11.9 in) WS-1B (180 km (110 mi; 97 nmi)), the 122 mm (4.8 in) WS-1E (40 km (25 mi; 22 nmi)), the 400 mm (16 in) WS-2 (200 km (120 mi; 110 nmi)), as well as many other models. The WS-1 series weapon system did not enter PLA service and has order from Thailand. The WS-2 may finally see PLA service in the future. It's worth noticing that although sharing the same name, there are other developers for different models of Weishi series multiple rocket launchers (MRL) other than the primary developer SCAIC.
China Aerospace Long-March International ALIT (CASC) has published a table showing the ranges of most of the WS rockets. There are unguided, guided and precision guided rockets.

",[]
984,DTI,"The Hello Pappy scandal, alluding to the nickname of television personality Willie Revillame and the Hello Garci scandal, was a scandal surrounding an incident during the August 20, 2007, episode of the Filipino variety show Wowowee, broadcast by ABS-CBN. During the episode, a technical error occurred during the final jackpot round of the show's ""Wilyonaryo"" segment which raised allegations within the media that the segment was, or could have been, rigged by the producers. The incident prompted an investigation by the country's Department of Trade and Industry (DTI), and was also the catalyst of an on-air feud between Revillame and Joey de Leon, a personality from the rival GMA Network.ABS-CBN, who claimed that the incident was the result of a ""design flaw"" that had been fixed, was fined ₱290,000 by the DTI for violating the Consumers Act.",[]
985,DTI,"Ana Dogon, or Ana Tiŋa, is a recently discovered Dogon language spoken in Mali. It was first reported online in 2005 by Roger Blench.",[]
986,CPD,"The Committee on the Present Danger (CPD) is the name used by a succession of American neoconservative and anti-communist foreign policy interest groups. Throughout its four iterations—in the 1950s, the 1970s, the 2000s, and 2019, it has tried to influence all the presidential administrations since Harry S. Truman, achieving notable success during the Reagan administration.",[]
987,CPD,"The Commission on Presidential Debates (CPD) is a nonprofit corporation established in 1987 under the joint sponsorship of the Democratic and Republican political parties in the United States. The CPD sponsors and produces debates for U.S. presidential and vice-presidential candidates and undertakes research and educational activities relating to the debates. It has run all of the presidential debates held since 1988. The commission's debates are sponsored by private contributions from foundations and corporations as well as fees from hosting institutions.The commission's exclusion of third-party candidates from the debates has been the subject of controversy and legal challenges.

",[]
988,CPD,Photolyases (EC 4.1.99.3) are DNA repair enzymes that repair damage caused by exposure to ultraviolet light. These  enzymes require visible light (from the violet/blue end of the spectrum) both for their own activation and for the actual DNA repair.  The DNA repair mechanism involving photolyases is called photoreactivation. They mainly convert pyrimidine dimers into a normal pair of pyrimidine bases.,[]
989,CPD,"This is a list of fictional characters in the television series Chicago P.D. The article deals with the series' main, recurring, and minor characters.",[]
990,CPD,"PMD is an open source static source code analyzer that reports on issues found within application code. PMD includes built-in rule sets and supports the ability to write custom rules. PMD does not report compilation errors, as it only can process well-formed source files. Issues reported by PMD are rather inefficient code, or bad programming habits, which can reduce the performance and maintainability of the program if they accumulate. It can analyze files written in Java, JavaScript, Apex and Visualforce, PLSQL, Apache Velocity, XML, and XSL.
While PMD does not officially stand for anything, several retroacronyms have been suggested, including for instance Programming Mistake Detector and Project Meets Deadline.",[]
991,CPD,"Antonio Dawson, portrayed by Jon Seda, is a fictional character in the Chicago franchise and is a main character in Chicago P.D. and Chicago Justice. He was introduced as a recurring character on Chicago Fire before the spin-off Chicago P.D. was created. He was previously the second in command of the Intelligence Unit of the Chicago Police Department (CPD) and regularly appears on Chicago Fire as he is the older brother of Gabriela ""Gabby"" Dawson, formerly a paramedic-turned-firefighter at Firehouse 51.
The character was first introduced in Chicago Fire as one of several recurring characters from the CPD who cross paths with the firefighters. In October 2016 Seda confirmed that the character would move to the third spin-off Chicago Justice, debuting in March 2017, after resigning from his position in the CPD to take up a job with the State's Attorney's Office. After Chicago Justice was cancelled, the character was written to have returned to the CPD due to his frustration with the bureaucratic red tape he often encountered.

",[]
992,CPD,"Club Deportivo Popular Junior F.C. S.A. (American Spanish: [ˈʝunjoɾ]), commonly known as Junior de Barranquilla, by its old name Atlético Junior, or simply as Junior, is a Colombian professional football team based in Barranquilla, that currently plays in the Categoría Primera A. Junior is the main Caribbean team in the top flight of Colombian football. In present day they are sitting in the 25th place in best South American team as of 2022.The club was founded on August 7, 1924. Known as Los Tiburones (The Sharks), or El Equipo Tiburón (The Shark Team). Junior have won the Colombian professional football championship nine times (1977, 1980, 1993, 1995, 2004 Finalización, 2010 Apertura, 2011 Finalización, 2018 Finalización and 2019 Apertura). Some of the most notable players that have played for the club include Heleno de Freitas, Garrincha, Dida, Juan Ramón Verón, Efraín Sánchez, Carlos ""El Pibe"" Valderrama, Iván Valenciano, Teófilo Gutiérrez, Carlos Bacca, Julio César Uribe, Giovanni Hernández, Sebastián Viera and Luis Díaz.

",[]
993,CPD,"The Institute of Continuing Professional Development (ICPD, or CPD Institute) is an institute concerned with continuing professional development (CPD) in the United Kingdom. It provides CPD qualifications.The institute has defined CPD to be:

""a process by which a professional person maintains the quality and relevance of professional services throughout his/her life.""

The ICPD is part of The Harris Foundation for Lifelong Learning (previously the Continuing Professional Development Foundation), an educational non-profit charitable trust that has provided CPD since 1981, based in London, England.
The institute has corporate affiliates.
A Fellow of the institute can use the post-nominal FInstCPD.
In 2008, a new ""Member"" grade was launched.",[]
994,CPD,"The Chicago Police Department's Homan Square facility is a former Sears Roebuck & Co. warehouse on the city's West Side. The facility houses the department's Evidence and Recovered Property Section. In 2015, the facility gained worldwide notoriety when the American journalist Spencer Ackerman wrote a series of articles in The Guardian comparing it to a CIA Black site. After publication, some activists described it as a ""secret torture site.""",[]
995,MSP,"A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes.
Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. Although most commonly used to depict geography, maps may represent any space, real or fictional, without regard to context or scale, such as in brain mapping, DNA mapping, or computer network topology mapping. The space being mapped may be two dimensional, such as the surface of the earth, three dimensional, such as the interior of the earth, or even more abstract spaces of any dimension, such as arise in modeling phenomena having many independent variables.
Although the earliest maps known are of the heavens, geographic maps of territory have a very long tradition and exist from ancient times. The word ""map"" comes from the medieval Latin Mappa mundi, wherein mappa meant napkin or cloth and mundi the world. Thus, ""map"" became a shortened term referring to a two-dimensional representation of the surface of the world.",[]
996,MSP,"Drospirenone is a progestin medication which is used in birth control pills to prevent pregnancy and in menopausal hormone therapy, among other uses. It is available both alone under the brand name Slynd and in combination with an estrogen under the brand name Yasmin among others. The medication is taken by mouth.Common side effects include acne, headache, breast tenderness, weight increase, and menstrual changes. Rare side effects may include high potassium levels and blood clots, among others. Drospirenone is a progestin, or a synthetic progestogen, and hence is an agonist of the progesterone receptor, the biological target of progestogens like progesterone. It has additional antimineralocorticoid and antiandrogenic activity and no other important hormonal activity. Because of its antimineralocorticoid activity and lack of undesirable off-target activity, drospirenone is said to more closely resemble bioidentical progesterone than other progestins.Drospirenone was patented in 1976 and introduced for medical use in 2000. It is available widely throughout the world. The medication is sometimes referred to as a ""fourth-generation"" progestin. It is available as a generic medication. In 2018, a formulation of drospirenone with ethinylestradiol was the 167th most commonly prescribed medication in the United States, with more than 3 million prescriptions.",[]
997,MSP,"Minneapolis–Saint Paul International Airport (IATA: MSP, ICAO: KMSP, FAA LID: MSP), also less commonly known as Wold-Chamberlain Field, is a joint civil-military public-use international airport located in Fort Snelling Unorganized Territory, Minnesota, United States. Although situated within the unorganized territory, the airport is centrally located within 10 miles (16 kilometers) of both downtown Minneapolis and downtown Saint Paul. In addition to primarily hosting commercial flights from major American airlines, the airport is also home to several United States Air Force and Minnesota Air National Guard operations. MSP is the busiest airport in the Upper Midwest.A joint civil-military airport, MSP is home to the Minneapolis–Saint Paul International Airport Joint Air Reserve Station, supporting both Air Force Reserve Command and Air National Guard flight operations. Units stationed there include the 934th Airlift Wing (934 AW). The airport is located in Fort Snelling Unorganized Territory. Small sections of the airport border the city limits of Minneapolis and Richfield. However, under Minnesota state law, the parcel of land covered by the airport is not part of any city or school district. MSP covers 2,930 acres (1,186 ha) of land. The airport generates an estimated $15.9 billion a year for the Twin Cities' economy and supports 87,000 workers.MSP is a major hub for Delta Air Lines. It also serves as the home airport for Minnesota-based Sun Country Airlines. Delta Air Lines and its regional affiliates account for about 70% of the airport's passenger traffic. The airport is operated by the Metropolitan Airports Commission, which also handles the operation of six smaller airports in the region.

",[]
998,MSP,"The minimum support price (MSP) is an advisory price signal that is part of a larger set of agricultural policies in parts of India. This informal ""support"" price (as opposed to procurement or issue price) is recommended by the government and aims to safeguard the farmer to a minimum profit for the harvest while at the same time increasing food security in the country. MSP was initially an incentive for farmers to adopt technology with an aim of increasing the productivity of agricultural land in the 1960s, however in the 2000s it is seen as a market intervention and farmer income scheme.  The effectiveness of such a price policy has varied widely between states and commodities. Awareness among farmers of the existence of an MSP is poor at 23%, while awareness of MSP procurement agencies is also poor with only about 20-25% of wheat and paddy produce being sold at MSP.The Indian government sets the price for about two dozen commodities twice a year. MSP is fixed on the recommendations of the Commission for Agricultural Costs and Prices (CACP), an apex advisory body for pricing policy under the Ministry of Agriculture. CACP in turn recommends the pricing according to a diverse range of factors including national requirements, available resources, farmer wages, cost of living and product competitiveness. However sometimes there are large differences between what the CACP recommends and the prices that the government recommends. resulting in the price policy being used as a political tool. Food Corporation of India (FCI) and the National Agricultural Co-operative Marketing Federation (NAFED) are involved in implementing the MSP at the state level. While providing a support price to farmers, MSP also supports the public distribution system which provides subsided food.",[]
999,MSP,"Member of the Scottish Parliament (MSP; Scottish Gaelic: Ball Pàrlamaid na h-Alba, BPA; Scots: Memmer o the Scots Pairliament, MSP) is the title given to any one of the 129 individuals elected to serve in the Scottish Parliament.",[]
1000,MSP,"Max, also known as Max/MSP/Jitter, is a visual programming language for music and multimedia developed and maintained by San Francisco-based software company Cycling '74. Over its more than thirty-year history, it has been used by composers, performers, software designers, researchers, and artists to create recordings, performances, and installations.The Max program is modular, with most routines existing as shared libraries. An application programming interface (API) allows third-party development of new routines (named external objects). Thus, Max has a large user base of programmers unaffiliated with Cycling '74 who enhance the software with commercial and non-commercial extensions to the program. Because of this extensible design, which simultaneously represents both the program's structure and its graphical user interface (GUI), Max has been described as the lingua franca for developing interactive music performance software.

",[]
1001,MSP,"The MSP Groza (""thunderstorm"") silent pistol is a double-barrel, derringer-type firearm designed in the Soviet Union in 1972. The firearm is chambered for the silent 7.62×38 SP-3 cartridge which is fed via a two-round clip. The weapon was designed at the request of the special service. It is no longer in production, having been superseded by more modern designs.
The weapon was used operationally in Afghanistan and in Central America during the Cold War. An FMLN supplied MSP is believed to have been the weapon used to assassinate Contras leader Enrique Bermúdez",[]
1002,MSP,"The MSP430 is a mixed-signal microcontroller family from Texas Instruments, first introduced on 14 February 1992. Built around a 16-bit CPU, the MSP430 is designed for low cost and, specifically, low power consumption embedded applications.",[]
1003,MSP,Graphic MSP is a series of graphic novels published by Panini Comics based on the characters of Monica's Gang.,[]
1004,MSP,"John Robert Lamont (born 15 April 1976) is a Scottish Conservative Party politician and solicitor who has served in the British House of Commons as the Member of Parliament (MP) for Berwickshire, Roxburgh and Selkirk since 2017. Lamont previously served as the Member of the Scottish Parliament (MSP) for Roxburgh and Berwickshire, later Ettrick, Roxburgh and Berwickshire after boundary changes, from 2007 to 2017.

",[]
